name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
london,2019-01-11,9,6.6,7.9,7.5,5.2,6.5,4.5,79.1,0.002,100,4.17,rain,0,0,,11.6,311.5,1030.2,89.7,12.2,18.2,1.4,1,,2019-01-11T08:02:40,2019-01-11T16:14:20,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-01-12,10.5,7.5,9,10.5,5.3,6.9,5.3,77.6,0,0,0,,0,0,50,24.9,271.8,1023.1,93.6,40.1,11.1,1,0,,2019-01-12T08:02:01,2019-01-12T16:15:47,0.21,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2019-01-13,12,9.6,10.7,12,6.9,10.5,6.3,74.6,0.002,100,4.17,rain,0,0,53.8,32.8,282,1014.3,87,37.9,21.6,2,1,,2019-01-13T08:01:19,2019-01-13T16:17:15,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,03672099999,03781099999,D4121,03772099999,03770099999"
london,2019-01-14,9.6,6,8.4,7.1,3.7,5.9,2.8,68.1,0,0,0,,0,0,46.4,25.1,302.6,1020.3,73.4,28.3,17.2,1.4,1,,2019-01-14T08:00:34,2019-01-14T16:18:46,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-01-15,9.5,3.1,7,6.9,0.5,4.4,3.9,80.6,0,0,0,,0,0,,22.1,238.6,1019.5,88.2,35.4,16.3,1.6,1,,2019-01-15T07:59:45,2019-01-15T16:20:18,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2019-01-16,9.5,4.1,7.8,6.7,1.4,4.9,6.1,88.7,3.004,100,12.5,rain,0,0,48.2,24.6,227.2,1006.1,84.3,18.5,8.4,0.6,0,,2019-01-16T07:58:54,2019-01-16T16:21:52,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-01-17,5.1,1.1,4,3.7,-2,1,-0.7,72.7,0.601,100,8.33,rain,0,0,46.1,21.4,309.4,1011.3,48,30.8,30,2.6,2,,2019-01-17T07:58:00,2019-01-17T16:23:28,0.38,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-01-18,7,-0.5,3,3.6,-2.2,0.8,-1.6,71.8,0,0,0,,0,0,,21.2,159.9,1016.5,79.7,28.9,28.1,2.4,2,,2019-01-18T07:57:03,2019-01-18T16:25:04,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-01-19,5.5,2.6,4.2,2.7,-0.6,1,0.8,78.1,0.001,100,4.17,rain,0,0,29.5,18.5,130.5,1010,88.6,18.7,10.1,0.9,0,,2019-01-19T07:56:04,2019-01-19T16:26:42,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-01-20,5.5,0.6,2.9,3.3,-1,1.6,-1,76.1,0,0,0,,0,0,,10.7,28.2,1017.9,44.6,12.1,29.6,2.6,2,,2019-01-20T07:55:02,2019-01-20T16:28:22,0.48,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-01-21,6,-1,2.5,4.6,-1.4,1.1,-0.1,83.1,0.001,100,4.17,rain,0,0,,19.2,207.4,1021.3,74.9,8.1,29.5,2.6,2,,2019-01-21T07:53:57,2019-01-21T16:30:02,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-01-22,6,1.1,3.6,3.3,-1.9,1.3,1.5,86.6,1.026,100,8.33,rain,0,0,40.7,22.2,245.9,1002.1,64,16.7,30.9,2.7,2,,2019-01-22T07:52:49,2019-01-22T16:31:44,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,D6143,03772099999,03770099999"
london,2019-01-23,2.6,-0.5,1.8,2.5,-1.7,-0.2,-0.8,83,1.995,100,12.5,"rain,snow",0,0,,14.9,338.2,1002.6,81.9,12.1,18.8,1.6,1,,2019-01-23T07:51:39,2019-01-23T16:33:27,0.58,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,D6143,03772099999,03770099999"
london,2019-01-24,5,-1.5,1.7,5,-1.5,1,0.5,91.5,0.796,100,8.33,rain,0,0,,7.9,275.8,1011.7,89.8,7,13.1,1,1,,2019-01-24T07:50:26,2019-01-24T16:35:10,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,D6143,03772099999,03770099999"
london,2019-01-25,12.1,2.1,6.8,12.1,0.9,5.3,5.4,91.2,1.199,100,8.33,rain,0,0,,19.9,262.2,1014,76.4,14.4,22.5,1.9,1,,2019-01-25T07:49:11,2019-01-25T16:36:55,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
london,2019-01-26,10.5,6.6,8.4,10.5,3.6,5.8,6.2,85.9,0.402,100,4.17,rain,0,0,50,28.6,231.8,1002.6,83.3,27.2,20.7,1.8,1,,2019-01-26T07:47:54,2019-01-26T16:38:40,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-01-27,8.5,4,6.1,5.5,-1.3,1.9,1.8,74.6,5.782,100,12.5,rain,0,0,62.9,36.9,297.5,991.8,73.1,23.7,29.2,2.5,2,,2019-01-27T07:46:34,2019-01-27T16:40:26,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-01-28,6,-0.7,3.2,2.3,-2.1,-0.3,-2.9,65.3,0,0,0,,0,0,33.5,25,307.2,1005.8,17.9,35.8,38.8,3.4,3,,2019-01-28T07:45:12,2019-01-28T16:42:12,0.75,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-01-29,6.5,-1,2.7,4.4,-2.7,0.5,-0.7,78.8,0,0,0,,0,0,,14,200.9,1000,81.6,26.4,36.4,3.2,2,,2019-01-29T07:43:47,2019-01-29T16:44:00,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-01-30,4.6,-1.2,1.6,3.5,-2.6,0,-1.2,82.5,4.997,100,8.33,rain,0,0,,13.1,293.1,995.8,35.7,28.2,41.6,3.6,3,,2019-01-30T07:42:21,2019-01-30T16:45:47,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-01-31,4.1,-2.5,0.7,0.8,-4.4,-1.9,-1.7,85.2,0.199,100,4.17,rain,0.3,0.1,48.2,25.5,100,991.5,65,15.9,40.2,3.3,3,,2019-01-31T07:40:52,2019-01-31T16:47:36,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-01,3,1.1,2,-0.9,-4.1,-2.6,0.7,91.4,6.38,100,16.67,"rain,snow",0.2,0.4,48.2,22.6,50.4,987.7,91.4,7.2,9.7,0.8,0,,2019-02-01T07:39:21,2019-02-01T16:49:24,0.88,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-02,5,1.6,3.2,1.4,-2.5,-0.6,-0.6,77.1,6.964,100,12.5,rain,0,0,37.1,20.5,342.6,1006.8,75.1,22.6,40,3.3,2,,2019-02-02T07:37:49,2019-02-02T16:51:13,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-03,6,-2.2,2.5,2.9,-5.3,-0.1,-1.5,75.5,0,0,0,,0,0,,19.3,242.2,1023,49.4,32.2,43.2,3.6,3,,2019-02-03T07:36:14,2019-02-03T16:53:02,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-04,8.6,6.1,7.3,7.1,1.6,4.4,5.9,90.8,5.596,100,8.33,rain,0,0,53.6,29.9,209.2,1018.7,88.2,11.8,9.2,0.7,0,,2019-02-04T07:34:37,2019-02-04T16:54:52,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2019-02-05,8.5,6.1,7,7,2.5,4.9,5.9,92.4,0.199,100,4.17,rain,0,0,,21.2,186.7,1023.2,97.8,6,16.9,1.5,1,,2019-02-05T07:32:59,2019-02-05T16:56:42,0.02,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2019-02-06,11,7.6,9.3,11,5.4,7.9,7.7,89.9,4.199,100,12.5,rain,0,0,,18.9,203,1016.5,84.3,12.6,31.3,2.7,1,,2019-02-06T07:31:19,2019-02-06T16:58:32,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-07,10.1,6.5,8.1,10.1,2.1,4.6,3.4,72.4,3.206,100,8.33,rain,0,0,69.5,40.6,241.1,1006.2,60.8,32.8,41.7,3.4,3,,2019-02-07T07:29:37,2019-02-07T17:00:22,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-08,11,8.1,9.5,11,5.1,7.7,7.2,85,4.031,100,12.5,rain,0,0,64.3,39.5,214.4,999.4,83.8,13.4,12.8,1.2,1,,2019-02-08T07:27:53,2019-02-08T17:02:12,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-09,10.5,7.1,8.5,10.5,2.4,5.3,3.3,69.9,1,100,8.33,rain,0,0,68.3,42.3,240,1000.5,57.6,24.2,47.5,4.1,3,,2019-02-09T07:26:07,2019-02-09T17:04:02,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-10,7.6,4.1,6.2,5.6,0.5,3.1,3.5,83.1,0.609,100,12.5,rain,0,0,55.1,27.3,269.7,997.8,63.7,30.9,24.3,1.9,1,,2019-02-10T07:24:20,2019-02-10T17:05:52,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-11,9,2,6,8.1,-0.3,4.4,1.6,74.1,0,0,0,,0,0,,16.6,298.9,1023.4,63.3,36.6,59.1,5.2,4,,2019-02-11T07:22:32,2019-02-11T17:07:42,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-12,11.5,3.1,7.1,11.5,1.4,5.8,3.9,80.6,0,0,0,,0,0,,19.1,232.4,1033.3,66.2,25.1,47.2,4.3,3,,2019-02-12T07:20:42,2019-02-12T17:09:32,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-13,12,4.5,8.1,12,2.4,6.6,5.2,82.2,0,0,0,,0,0,,20.6,201.6,1033.2,72.7,14.8,48.7,4.3,2,,2019-02-13T07:18:50,2019-02-13T17:11:22,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-14,14.6,2.5,7.2,14.6,1.2,6.6,3.2,78.3,0,0,0,,0,0,51.8,12.5,149,1032,26.1,15.1,65.3,5.8,4,,2019-02-14T07:16:58,2019-02-14T17:13:12,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
london,2019-02-15,15,1.6,7.7,15,-0.1,7.2,3.3,76.1,0.199,100,4.17,rain,0,0,,13.9,176.9,1027.1,21,13.9,66.3,5.8,4,,2019-02-15T07:15:03,2019-02-15T17:15:02,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-16,12.1,4.6,9.2,12.1,2.8,8.4,7.4,88.6,0,0,0,,0,0,,15.5,194,1022.8,90,5.8,25.2,2.1,1,,2019-02-16T07:13:08,2019-02-16T17:16:51,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
london,2019-02-17,14.6,5.5,9.7,14.6,3.2,8.8,6.6,81.8,0,0,0,,0,0,46.4,23.2,189,1016.1,54.3,13.7,56,4.9,4,,2019-02-17T07:11:11,2019-02-17T17:18:41,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-18,11,6,8.6,11,3.6,6.8,6.4,86.2,1.998,100,12.5,rain,0,0,,16.1,209.2,1015.5,70.1,18.5,16.3,1.4,1,,2019-02-18T07:09:13,2019-02-18T17:20:30,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
london,2019-02-19,12,3.6,7.4,12,0.6,5.6,3.7,78.3,0.002,100,8.33,rain,0,0,,20.9,235.3,1018.8,51.2,20.6,71,6.1,4,,2019-02-19T07:07:14,2019-02-19T17:22:19,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2019-02-20,12.1,7,9.1,12.1,4.5,7.5,5.4,77.9,0,0,0,,0,0,,24.2,214.8,1020.1,66.5,21.4,69.5,6.1,4,,2019-02-20T07:05:13,2019-02-20T17:24:07,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-21,15,7.1,10.4,15,5.7,9.6,7.3,81.8,0,0,0,,0,0,,17.6,225.7,1026.4,65.9,15.3,48.2,4.3,3,,2019-02-21T07:03:12,2019-02-21T17:25:56,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-22,16.1,6.6,9.6,16.1,5.2,9,6.7,83.5,0.001,100,4.17,rain,0,0,37.1,11,159.4,1034.6,84.6,11.8,59.8,5.4,3,,2019-02-22T07:01:09,2019-02-22T17:27:44,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,D6143,03772099999,03770099999"
london,2019-02-23,17,7,10.4,17,4.7,9.7,6.9,81.1,0,0,0,,0,0,57.6,13.2,134.2,1033.9,49.1,10.1,53.6,4.6,4,,2019-02-23T06:59:06,2019-02-23T17:29:32,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,D6143,03772099999,03770099999"
london,2019-02-24,15.7,4.6,9.3,15.7,4.6,9.2,4.2,73.1,0,0,0,,0,0,,9.6,87.6,1035.6,22.1,16.1,72.2,6.3,4,,2019-02-24T06:57:01,2019-02-24T17:31:20,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-25,19.1,4.6,10.3,19.1,4.3,10.1,2.3,62.3,0,0,0,,0,0,5.4,11.4,83.5,1036.2,13.4,20.3,71.6,6.2,4,,2019-02-25T06:54:56,2019-02-25T17:33:07,0.69,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-26,19.6,4.1,10.8,19.6,4.1,10.7,4.1,65.8,0,0,0,,0,0,37.1,11.5,97.5,1032.5,0,18.6,73.4,6.3,4,,2019-02-26T06:52:50,2019-02-26T17:34:54,0.75,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-27,18.5,3.6,10.6,18.5,3.6,10.5,5.6,74.3,0,0,0,,0,0,,11.8,245.4,1024.9,4.7,10.6,73.8,6.3,4,,2019-02-27T06:50:42,2019-02-27T17:36:41,0.76,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-02-28,12.5,6,9.8,12.5,4.2,9.2,7.5,86.2,0.403,100,8.33,rain,0,0,46.4,26.3,250,1016,72.3,16.1,43.7,3.8,2,,2019-02-28T06:48:34,2019-02-28T17:38:28,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-03-01,11.1,8.1,9.8,11.1,6.2,8.7,6.4,80.1,1.99,100,4.17,rain,0,0,,14.2,275.2,1018.2,82.7,12.1,26,2.1,2,,2019-03-01T06:46:26,2019-03-01T17:40:14,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2019-03-02,14.1,8.1,10.9,14.1,6.3,10.3,7.8,81.3,0.004,100,8.33,rain,0,0,52.2,32.7,222.1,1010.2,86.3,17.9,41.9,3.6,3,,2019-03-02T06:44:16,2019-03-02T17:42:00,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-03-03,12.5,9.6,11.2,12.5,6.3,10.9,8.6,84.1,3.006,100,16.67,rain,0,0,73,39.6,222.1,998.4,85,13.7,18.9,1.5,1,,2019-03-03T06:42:06,2019-03-03T17:43:46,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-03-04,10.1,4.6,7.1,10.1,0.7,4,3.1,76,6.807,100,12.5,rain,0,0,65.6,34.4,255.5,994.4,65,36.2,59.3,5.1,3,,2019-03-04T06:39:55,2019-03-04T17:45:31,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-03-05,11.5,4,7.9,11.5,0.9,6.2,3.6,75.5,0.001,100,4.17,rain,0,0,,24.8,218.8,1002.5,53.1,36.5,80.3,6.9,4,,2019-03-05T06:37:44,2019-03-05T17:47:16,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-03-06,12.6,9.1,11,12.6,6.1,10.3,8,81.8,0.647,100,16.67,rain,0,0,50.7,30.1,193.6,989.9,86.6,17.4,29.6,2.6,1,,2019-03-06T06:35:32,2019-03-06T17:49:01,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
london,2019-03-07,12,6.1,8.5,12,2.1,5.5,3.8,73,0.204,100,8.33,rain,0,0,87.9,49.6,257.1,992.6,73,35.7,70,5.8,4,,2019-03-07T06:33:19,2019-03-07T17:50:46,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-03-08,10.1,4.1,7.6,10.1,1.3,5.3,4.3,80,0.802,100,8.33,rain,0,0,50.5,25.8,237.8,1009.8,71.1,26,63.7,5.3,4,,2019-03-08T06:31:06,2019-03-08T17:52:30,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03772099999,03770099999"
london,2019-03-09,14.1,7.6,9.8,14.1,5.1,8.3,4.1,69.5,1.003,100,4.17,rain,0,0,67.9,41.2,260.5,1012.3,78.5,21.9,64.4,5.5,4,,2019-03-09T06:28:52,2019-03-09T17:54:14,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03772099999,03770099999"
london,2019-03-10,10.6,2.6,7.5,10.6,-2,5.1,2.7,74.5,2.634,100,12.5,rain,0,0,86.3,51.6,272.9,1009.1,64.9,29.3,65.1,5.6,4,,2019-03-10T06:26:38,2019-03-10T17:55:58,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03772099999,03770099999"
london,2019-03-11,11.1,3.2,7.1,11.1,-1.7,4.2,-0.2,61,2.999,100,4.17,rain,0,0,54.6,30.9,274.4,1022.9,46.7,36.6,99.9,8.8,5,,2019-03-11T06:24:24,2019-03-11T17:57:42,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-03-12,9.5,4.5,7.3,5.8,0.3,3.3,4.7,83.5,8.41,100,12.5,rain,0,0,64.3,38.6,227.7,1007.1,73.6,19.4,22.6,2,1,,2019-03-12T06:22:09,2019-03-12T17:59:25,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2019-03-13,11.5,6,8.8,11.5,1.2,6.1,2.2,63.6,0.198,100,4.17,rain,0,0,65.9,41,271.1,1008,79.1,25.4,61.7,5.5,3,,2019-03-13T06:19:54,2019-03-13T18:01:08,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
