name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
london,2018-01-11,8,5.6,7.1,7,4.8,5.8,5.6,90.5,0.201,100,4.17,rain,0,0,,12.5,344.9,1017.8,90.1,3.8,8,0.5,0,,2018-01-11T08:02:30,2018-01-11T16:14:40,0.81,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
london,2018-01-12,7.6,5.6,7.1,7.5,2.7,5.8,5,86.9,2.185,100,8.33,rain,0,0,57.6,14.6,142.9,1025.6,94.6,7.3,10.1,0.9,0,,2018-01-12T08:01:50,2018-01-12T16:16:08,0.85,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
london,2018-01-13,7.6,5,6.2,5.1,1.9,3.4,2.9,79,0,0,0,,0,0,,18.3,134.8,1020.1,95.6,10.6,16.2,1.4,1,,2018-01-13T08:01:07,2018-01-13T16:17:37,0.88,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2018-01-14,6.6,4.6,5.5,6.6,1.8,3.9,0.9,71.9,0,0,0,,0,0,,15.1,127.6,1018,97.8,11.7,12.4,0.9,1,,2018-01-14T08:00:21,2018-01-14T16:19:08,0.91,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-01-15,11.1,5.8,8.3,11.1,2.6,5.5,5.8,84.3,5.412,100,12.5,rain,0,0,59.4,34.5,231.3,999,68.1,17.7,14.1,1.2,1,,2018-01-15T07:59:33,2018-01-15T16:20:41,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
london,2018-01-16,7.6,3.5,5.8,3.3,-1.5,1.5,1.2,73,0.004,100,8.33,rain,0,0,57.6,33.8,257.3,995.1,42.8,31.1,28.2,2.6,2,,2018-01-16T07:58:41,2018-01-16T16:22:15,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2018-01-17,7.5,2.6,5.1,3.3,-2.9,0.5,-0.4,67.8,0.001,100,4.17,rain,0,0,59.4,37.2,263,1004.4,34.7,24,31,2.6,2,,2018-01-17T07:57:46,2018-01-17T16:23:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
london,2018-01-18,12.1,4.5,8,12.1,0.9,4.9,2.6,69.3,0.403,100,8.33,rain,0,0,92.3,59,265.4,1000.2,45.8,27.4,25.1,2.2,1,,2018-01-18T07:56:49,2018-01-18T16:25:28,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-01-19,6.6,1.5,4,3,-1.3,0.5,0.2,76.9,0,0,0,,0,0,,26,251.6,1009,9.9,26.9,31.6,2.8,2,,2018-01-19T07:55:48,2018-01-19T16:27:06,0.08,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-01-20,4.6,2.6,3.8,3,-0.6,1.5,2.2,89,5.982,100,8.33,rain,0,0,,13.2,70.5,1003.5,88.8,11.1,12.6,1.1,1,,2018-01-20T07:54:45,2018-01-20T16:28:46,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
london,2018-01-21,10.6,1.5,3.7,10.6,-2.2,1.6,2.8,93.6,10.006,100,8.33,rain,0,0,,18.6,182.4,1011.6,89.5,7.3,9.2,0.8,0,,2018-01-21T07:53:40,2018-01-21T16:30:27,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-01-22,10.5,8,9.3,10.5,5.7,8.2,5.6,78.4,1.995,100,4.17,rain,0,0,,19.9,272,1012.2,85.6,21.2,22.8,1.9,1,,2018-01-22T07:52:32,2018-01-22T16:32:09,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
london,2018-01-23,13.5,8.6,10.9,13.5,6.5,10.1,8.2,83.2,0.202,100,4.17,rain,0,0,46.4,26.6,217.9,1015.6,93.5,17.3,13.4,1.2,1,,2018-01-23T07:51:21,2018-01-23T16:33:52,0.22,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-01-24,13.1,7.1,10.2,13.1,3.7,8.8,8,86.2,11.978,100,16.67,rain,0,0,67.4,41.5,223.3,1007.4,84.6,14.2,8.9,0.8,0,,2018-01-24T07:50:08,2018-01-24T16:35:35,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-01-25,10.6,6,7.9,10.6,3.9,5.6,4.3,78,0.2,100,8.33,rain,0,0,,24,215.9,1008,25.1,19.4,38.1,3.3,2,,2018-01-25T07:48:52,2018-01-25T16:37:20,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-01-26,8.1,3.1,6,7.5,3.1,5.2,3.2,82.8,0.001,100,4.17,rain,0,0,,10,319.6,1018.8,70,13.4,20.4,1.7,1,,2018-01-26T07:47:34,2018-01-26T16:39:05,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-01-27,11.1,4.5,7.9,11.1,1.4,5.8,5.5,85.2,0.802,100,4.17,rain,0,0,50,28.7,217.6,1026.3,81.8,13.3,21.9,1.9,1,,2018-01-27T07:46:13,2018-01-27T16:40:51,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
london,2018-01-28,13.5,9.2,11.4,13.5,6.7,10.9,8.6,83.1,0.001,100,4.17,rain,0,0,55.4,31.4,253,1030.2,80.6,30.1,25.2,2.1,1,,2018-01-28T07:44:51,2018-01-28T16:42:38,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,AR120,03772099999,03770099999"
london,2018-01-29,12.5,6.1,10.4,12.5,5.1,10.2,6,73.9,0.201,100,4.17,rain,0,0,61.2,30.6,255.8,1027.8,71.2,30.7,21.7,1.8,1,,2018-01-29T07:43:26,2018-01-29T16:44:26,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-01-30,9,1.1,5.4,7.7,1.1,4.2,2.7,83.5,0.005,100,4.17,rain,0,0,,16.9,209,1026.6,51.3,17.2,43.6,3.7,3,,2018-01-30T07:41:59,2018-01-30T16:46:13,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-01-31,10.1,3.1,7,10.1,-1,3.4,3.5,78.7,2.401,100,8.33,rain,0,0,57.6,31,251.2,1005.4,54.8,26.7,22.3,2,1,,2018-01-31T07:40:30,2018-01-31T16:48:02,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-01,7.6,3.1,5.4,4.1,-1.2,1.7,0.6,71.7,0,0,0,,0,0,61.2,29.8,293.7,1003.2,64.2,30.2,36.7,3.2,3,,2018-02-01T07:38:58,2018-02-01T16:49:50,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-02,7.5,4.1,5.8,6.5,0.4,2.9,0.6,69.6,0.795,100,4.17,rain,0,0,,19.8,314.4,1010.7,67.1,26.3,22,1.7,1,,2018-02-02T07:37:25,2018-02-02T16:51:39,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-03,5.5,3.6,4.3,4.5,1.3,3,1.9,84.7,1.028,100,8.33,rain,0,0,,11.6,301.2,1008,86.2,14.8,15.9,1.3,1,,2018-02-03T07:35:50,2018-02-03T16:53:29,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-04,5.6,2.6,3.9,2.2,-1.1,0.2,-0.3,74,0.4,100,4.17,rain,0,0,37.1,21.4,36.1,1023.8,66.8,30.6,29.6,2.4,2,,2018-02-04T07:34:13,2018-02-04T16:55:18,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-05,4.6,2.1,3.2,0.9,-1.9,-0.3,-1.1,73.4,0,0,0,,0,0,,18.5,43.3,1026.1,67.3,24.7,26.5,2.2,2,,2018-02-05T07:32:34,2018-02-05T16:57:08,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2018-02-06,4,1.5,2.4,1.5,-1.7,-0.5,-3.1,67.3,0,0,0,,0,0,,17.8,14.3,1018,66.1,20.6,44.2,3.7,3,,2018-02-06T07:30:53,2018-02-06T16:58:58,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-07,5.6,0,2.8,3.1,-1.8,0.2,-2.5,68.6,0,0,0,,0,0,,17.3,340,1020.2,52.3,24.3,36.8,3.1,2,,2018-02-07T07:29:11,2018-02-07T17:00:48,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-08,7.6,-2,3.4,4.6,-3.9,0.9,-0.8,74.1,0,0,0,,0,0,,23.8,207.5,1017.9,55,25.2,54.4,4.7,3,,2018-02-08T07:27:27,2018-02-08T17:02:38,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-09,6.5,2.1,5.2,3,-1.4,1.5,1.1,75.6,5.984,100,8.33,rain,0,0,50,25.9,272.9,1010.5,64.8,26.9,26,2.1,2,,2018-02-09T07:25:41,2018-02-09T17:04:28,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-10,9.6,-1,4.4,6.5,-4,1.2,2.5,87,2.005,100,4.17,rain,0,0,50,26.3,211.3,1011.4,67,15.7,24.4,2.3,1,,2018-02-10T07:23:54,2018-02-10T17:06:18,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-11,10.3,1.1,5.6,10.3,-3.1,1.7,0.3,69.1,0.605,100,8.33,rain,0,0,57.6,35.7,275.2,1003.9,29.3,33,53.8,4.6,3,,2018-02-11T07:22:05,2018-02-11T17:08:09,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-12,7,-0.4,3.2,3.7,-4.1,-0.3,-1.7,71.3,0,0,0,,0,0,,21.5,242.5,1014.2,21.8,31.2,60.5,5.2,3,,2018-02-12T07:20:14,2018-02-12T17:09:59,0.89,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-13,6,3.1,4.5,2.8,-0.7,0.8,1.9,83.1,1.006,100,8.33,rain,0,0,55.1,32.3,168.4,1002.5,81,16.9,25.1,2.2,2,,2018-02-13T07:18:23,2018-02-13T17:11:49,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2018-02-14,7.1,-0.7,4.1,3.7,-2.8,0.9,2,86.5,1.796,100,8.33,rain,0,0,56.1,35.4,181.8,1004.9,75.5,12.6,27.4,2.3,2,,2018-02-14T07:16:29,2018-02-14T17:13:38,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2018-02-15,10.1,4.1,7.8,10.1,0.8,5.3,3.3,75.2,5.203,100,8.33,rain,0,0,53.6,26.7,253.2,1009.9,38.4,19.5,54.6,4.7,3,,2018-02-15T07:14:35,2018-02-15T17:15:28,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
london,2018-02-16,9.6,1,5.1,8.3,-1.3,3.1,0.3,72.9,0,0,0,,0,0,,15.9,222.3,1024.1,28.6,22.3,66.2,5.7,3,,2018-02-16T07:12:39,2018-02-16T17:17:18,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-17,10.6,2.5,6.1,10.6,2.5,5.5,1.7,75.2,0,0,0,,0,0,35.3,11.8,197,1022.4,46.9,18.7,65.9,5.7,4,,2018-02-17T07:10:42,2018-02-17T17:19:07,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-18,10.8,3,6.8,10.8,1,5.8,3.6,81,0,0,0,,0,0,,13.8,168.8,1021.9,67.8,15.5,61.5,5.2,4,,2018-02-18T07:08:43,2018-02-18T17:20:56,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-19,11.5,7,8.9,11.5,5.4,8.3,7.7,92.1,1.203,100,8.33,rain,0,0,,15.7,291.9,1017,95.9,5.4,15.4,1.3,1,,2018-02-19T07:06:44,2018-02-19T17:22:45,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-20,9.6,6.1,8.6,8.1,3,6,5.4,80.7,0.212,100,8.33,rain,0,0,51.8,26.1,358.1,1020.3,92,16.1,30.4,2.7,1,,2018-02-20T07:04:43,2018-02-20T17:24:33,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-21,6.6,3.1,5.1,4.5,0.9,2.8,1.3,76.7,0,0,0,,0,0,,16.1,44.2,1026.7,75.1,7.2,113.8,9.8,5,,2018-02-21T07:02:42,2018-02-21T17:26:22,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-02-22,6.1,2,3.9,2.6,-0.7,0.8,-1.8,67.4,0.002,100,4.17,rain,0,0,,20.6,71.9,1024.1,51.8,13.1,124.4,10.9,5,,2018-02-22T07:00:39,2018-02-22T17:28:10,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-23,4,1,2.6,0.1,-2.4,-1.1,-2.8,68.2,0,0,0,,0,0,46.4,25.2,78.5,1021.3,57.1,15.7,32.6,2.8,2,,2018-02-23T06:58:35,2018-02-23T17:29:58,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
london,2018-02-24,6,0.5,2.8,2.1,-3.1,-1,-3.5,63.8,0,0,0,,0,0,48.2,25.8,77.4,1021.7,22.8,16.1,66.2,5.6,4,,2018-02-24T06:56:30,2018-02-24T17:31:46,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-25,4.5,0.1,1.9,0.2,-4.1,-2.4,-5.4,58.8,0,0,0,,0,0,48.2,24.4,74,1027.7,15.3,27.1,73,6.3,4,,2018-02-25T06:54:25,2018-02-25T17:33:33,0.34,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2018-02-26,1.6,-1.4,0.3,-2.5,-6.4,-4.6,-5.8,64.1,0,0,0,,0,0,46.4,26.2,60.5,1030.5,69.2,28.5,52.2,4.5,3,,2018-02-26T06:52:18,2018-02-26T17:35:20,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-02-27,0.1,-2.4,-1.3,-2.9,-6.4,-5,-6.2,69.5,0.795,100,4.17,"rain,snow",0.9,0.5,40.7,16.9,44,1024.2,43.1,25,51.6,4.4,3,,2018-02-27T06:50:11,2018-02-27T17:37:07,0.41,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,D6143,03772099999,03770099999"
london,2018-02-28,-1.2,-4.5,-3.2,-4.2,-10.8,-8.1,-6.9,76.1,0,0,0,,0.1,0.5,55.4,29,74.7,1016.2,55.9,14.3,50.4,4.3,3,,2018-02-28T06:48:03,2018-02-28T17:38:53,0.45,Partially cloudy,Partly cloudy throughout the day.,snow,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2018-03-01,0.6,-3.7,-1.9,-5.5,-10.6,-8.5,-6,74.1,0,0,0,,0,0,64.3,31.6,76.2,1001.2,94.6,6.7,14.4,1.1,1,,2018-03-01T06:45:54,2018-03-01T17:40:40,0.48,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
london,2018-03-02,0.6,-1.2,-0.5,-4,-7.9,-6.5,-3.2,82.2,0,0,0,,0.8,0.5,63,32.1,78.5,992.8,96.1,6,10.1,0.8,0,,2018-03-02T06:43:44,2018-03-02T17:42:25,0.5,Overcast,Cloudy skies throughout the day.,snow,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
london,2018-03-03,3.6,0.6,2.3,0,-4.1,-1.8,1.3,92.9,4.981,100,8.33,"rain,snow",0,0.3,,21.4,87.8,992.1,93.6,2,23.1,1.9,1,,2018-03-03T06:41:34,2018-03-03T17:44:11,0.55,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-03-04,9,3.1,6.1,6.9,0.1,3.8,4.5,89,1.001,100,12.5,rain,0,0,,16.5,149.1,989.8,81.3,12.2,39.3,3.3,3,,2018-03-04T06:39:23,2018-03-04T17:45:56,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-03-05,10.8,4.6,7.5,10.8,1.7,5.2,4.6,82.3,0.003,100,8.33,rain,0,0,,20,160.3,988.4,71.4,16.1,75.1,6.3,4,,2018-03-05T06:37:11,2018-03-05T17:47:42,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-03-06,9.5,5.1,7.6,7.6,3.9,5.8,3.7,77.1,0.403,100,8.33,rain,0,0,,15.7,208.3,988.1,78.8,21.4,48.4,4.2,2,,2018-03-06T06:34:59,2018-03-06T17:49:26,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-03-07,10.6,4.8,6.9,10.6,2.3,5.3,3,77.6,3.207,100,8.33,rain,0,0,,24.6,257.6,994.2,53.4,16.9,50,4.3,4,,2018-03-07T06:32:46,2018-03-07T17:51:11,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2018-03-08,9.5,5.1,7.2,6.4,1.9,3.9,1.8,70.5,2.004,100,8.33,rain,0,0,62.8,38.8,241.6,996.6,56.5,28.6,62.6,5.5,2,,2018-03-08T06:30:33,2018-03-08T17:52:55,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-03-09,10.5,3,7,10.5,3,5.7,4.9,86.7,2.992,100,4.17,rain,0,0,0,15.9,147.3,1001.3,75.9,13.7,32.5,2.6,2,,2018-03-09T06:28:19,2018-03-09T17:54:39,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-03-10,14.1,8.1,11.4,14.1,7.8,11.2,9.1,86.1,4.013,100,12.5,rain,0,0,,20.6,195,994.9,73.3,13.5,37.1,3,1,,2018-03-10T06:26:05,2018-03-10T17:56:23,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-03-11,11.1,7.1,9.1,11.1,6.4,8.9,7.5,89.7,3.974,100,12.5,rain,0,0,33.5,17.4,96.5,990.9,74.1,14.3,44.9,3.8,2,,2018-03-11T06:23:51,2018-03-11T17:58:06,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-03-12,10.6,7.1,9.1,10.6,4.8,8,7.2,87.6,2.236,100,8.33,rain,0,0,40.7,19.6,321.7,988.7,87.7,17.2,41.4,3.6,2,,2018-03-12T06:21:36,2018-03-12T17:59:50,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2018-03-13,11,5.5,7.9,11,3.7,6.7,4.2,77.3,0.204,100,8.33,rain,0,0,33.5,14.6,278.3,1006.7,62.2,21.9,61.6,5.4,3,,2018-03-13T06:19:20,2018-03-13T18:01:33,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
