name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
london,2017-03-16,14.5,6.5,10.1,14.5,4.2,9.5,7.2,83,0.001,100,4.17,rain,0,0,,20.5,246.7,1023,60.4,11.4,118,10.1,5,,2017-03-16T06:11:59,2017-03-16T18:07:05,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-03-17,11.1,6,9.1,11.1,3.1,8,3.6,69,0,0,0,,0,0,65,36.4,259.2,1017.3,70.5,33,142.9,12.2,5,,2017-03-17T06:09:43,2017-03-17T18:08:47,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-03-18,14.6,10.5,12.6,14.6,10.5,12.6,9.7,83.2,0.797,100,8.33,rain,0,0,53.6,32.5,263,1010.3,94.4,25.2,88.3,7.7,4,,2017-03-18T06:07:26,2017-03-18T18:10:29,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-03-19,15,12.1,13.1,15,12.1,13.1,8.9,75.8,0,0,0,,0,0,63,38,249.8,1009.1,92.7,31.6,108,9.2,5,,2017-03-19T06:05:10,2017-03-19T18:12:11,0.72,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-03-20,12.6,7.6,11,12.6,5.6,10.5,8.4,84.1,3.185,100,12.5,rain,0,0,64.3,32.6,235.7,1004.6,73.9,25.9,67.8,5.8,2,,2017-03-20T06:02:53,2017-03-20T18:13:53,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-03-21,11.6,5,8.2,11.6,1.4,6,1.3,63.1,0.001,100,4.17,rain,0,0,53.6,29.8,248.6,1008.9,31.2,34.6,185.1,16,6,,2017-03-21T06:00:36,2017-03-21T18:15:35,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-03-22,10,6.1,7.5,10,3.1,5,3.9,77.9,3.009,100,8.33,rain,0,0,51.8,26.7,163.3,1006.5,67.2,25.4,60.5,5.2,3,,2017-03-22T05:58:19,2017-03-22T18:17:16,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-03-23,11.6,6.6,8.9,11.6,4.1,7.3,4.9,77,4.198,100,8.33,rain,0,0,57.6,31.5,64.3,1015.1,71.1,13.9,113.4,9.8,5,,2017-03-23T05:56:02,2017-03-23T18:18:57,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-03-24,13.5,7,9.1,13.5,3.5,6.9,4.9,75.6,0,0,0,,0,0,46.4,25,60.8,1027.9,64.4,10.8,179.6,15.5,6,,2017-03-24T05:53:45,2017-03-24T18:20:38,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-03-25,14.6,5.5,9.8,14.6,3,8.3,-1,52.5,0,0,0,,0,0,53.6,28.6,59.1,1029,24.2,29.3,210.8,18.2,7,,2017-03-25T05:51:28,2017-03-25T18:22:20,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-03-26,15,6,10,15,3,8.6,3.4,65,0,0,0,,0,0,46.4,24.7,74.3,1024.1,36.5,32.6,187.6,15.4,6,,2017-03-26T06:49:11,2017-03-26T19:24:01,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-03-27,15.6,6.6,10,15.6,4.2,8.9,6,77.2,0,0,0,,0,0,,16.2,69.8,1022.1,50.7,8.1,209.3,18.2,7,,2017-03-27T06:46:54,2017-03-27T19:25:41,0.98,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-03-28,16.8,6.1,11.2,16.8,4.6,10.7,7.1,77.4,0,0,0,,0,0,,26.2,209.6,1020,52,11.3,189.3,16.3,6,,2017-03-28T06:44:37,2017-03-28T19:27:22,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-03-29,15.1,11.6,13.2,15.1,11.6,13.2,9.9,80.3,0.2,100,4.17,rain,0,0,,24.3,219.9,1021.6,92.4,22.3,95.2,8.2,4,,2017-03-29T06:42:21,2017-03-29T19:29:03,0.05,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-03-30,20.6,11.6,16.1,20.6,11.6,16.1,8.4,61.4,0,0,0,,0,0,,24.6,189.8,1018.9,44.7,35.1,199.6,17.1,7,,2017-03-30T06:40:04,2017-03-30T19:30:44,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-03-31,16.5,11.1,13.9,16.5,11.1,13.9,7.5,65.8,0,0,0,,0,0,50,28.7,209.1,1010.3,49.1,30.3,196.1,16.9,7,,2017-03-31T06:37:48,2017-03-31T19:32:24,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-01,15.1,10.1,12.2,15.1,10.1,12.2,6.6,69.3,0.01,100,4.17,rain,0,0,,21.2,214.6,1009.5,56.8,29.5,197.5,16.9,6,,2017-04-01T06:35:32,2017-04-01T19:34:05,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-02,16,8.1,11.7,16,7.1,11.4,5.5,67.5,0,0,0,,0,0,,11.3,312.2,1021.2,30.4,24.5,209.3,17.9,7,,2017-04-02T06:33:17,2017-04-02T19:35:45,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-03,17.1,7.1,11.7,17.1,6.5,11.7,6.4,72.1,0,0,0,,0,0,,21.3,209.4,1025.3,33.1,18.9,227.7,19.8,7,,2017-04-03T06:31:01,2017-04-03T19:37:26,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-04,15.5,9.6,11.9,15.5,7.7,11.6,8.4,79.2,0.005,100,8.33,rain,0,0,,15,319.5,1025.6,91.8,17.5,87,7.5,3,,2017-04-04T06:28:46,2017-04-04T19:39:06,0.26,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-05,15,7.1,11,15,6,10.5,4.1,63.4,0,0,0,,0,0,,16.3,337.8,1030.7,50.3,26.7,236.3,20.4,7,,2017-04-05T06:26:32,2017-04-05T19:40:47,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-06,17.5,6.1,12.1,17.5,6.1,12,4.8,62.7,0,0,0,,0,0,,11.7,308.9,1030.5,19.7,23.9,233.2,20,7,,2017-04-06T06:24:17,2017-04-06T19:42:27,0.33,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-07,17.5,6.6,12.3,17.5,6.6,12.3,5.3,63.3,0,0,0,,0,0,,10.5,335.3,1027.3,5.7,15.9,236.2,20.1,7,,2017-04-07T06:22:04,2017-04-07T19:44:08,0.37,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-08,21,6.6,13.6,21,5.9,13.6,6.6,66.3,0,0,0,,0,0,31.7,13,191.4,1023.7,1.1,15,245.3,21.3,8,,2017-04-08T06:19:50,2017-04-08T19:45:48,0.4,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-09,25,8.1,16.2,25,7.3,16.1,7.1,58.6,0,0,0,,0,0,46.4,26.7,206,1020.3,11.8,17.3,248.9,21.6,8,,2017-04-09T06:17:37,2017-04-09T19:47:29,0.44,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-10,14.1,9.5,11.8,14.1,7.6,11.6,3.3,56.7,0,0,0,,0,0,,20.7,324.3,1025.1,55.5,31.9,240.7,20.7,8,,2017-04-10T06:15:25,2017-04-10T19:49:09,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-11,16.1,7.1,11.5,16.1,5.8,11,3.5,58.5,0,0,0,,0,0,,18.5,286.5,1027.2,42,33.5,242.7,21,8,,2017-04-11T06:13:13,2017-04-11T19:50:49,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-12,17.5,6.6,11.6,17.5,4,10.7,5.3,66.5,0,0,0,,0,0,,26.1,275.1,1019.3,55.9,28.6,183.9,15.9,7,,2017-04-12T06:11:02,2017-04-12T19:52:30,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-13,13.6,7.1,10.8,13.6,5.6,10.4,2.7,58.4,0,0,0,,0,0,,17.7,306.2,1018.3,59.6,38.3,206.4,17.9,7,,2017-04-13T06:08:51,2017-04-13T19:54:10,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-14,14.6,8.5,11.8,14.6,7.1,11.6,4.6,61.5,0,0,0,,0,0,,23.3,257.9,1016.9,88.2,40.1,207.6,17.9,7,,2017-04-14T06:06:42,2017-04-14T19:55:50,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-15,15,10,12,15,10,12,3.5,58.8,0,0,0,,0,0,,21.7,292.5,1018,66.3,37.6,221,19.1,7,,2017-04-15T06:04:32,2017-04-15T19:57:31,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-16,15.1,7.1,11.1,15.1,5.4,10.5,3.9,61.8,0,0,0,,0,0,,22.6,277.8,1021.9,65.2,40.7,218.9,18.9,7,,2017-04-16T06:02:24,2017-04-16T19:59:11,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-17,12.1,8.1,10.2,12.1,5.9,9.5,4,66.5,0.202,100,8.33,rain,0,0,37.1,16.4,354.3,1022.6,77.3,34.8,212.8,18.5,7,,2017-04-17T06:00:16,2017-04-17T20:00:51,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-18,12.5,5.1,8.7,12.5,2.6,7.4,0.3,57.8,0,0,0,,0,0,,20.7,26.7,1030.5,38.5,34.5,259.3,22.5,8,,2017-04-18T05:58:09,2017-04-18T20:02:31,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-19,13.6,4.1,9,13.6,1.9,8.2,-0.2,54.8,0,0,0,,0,0,31.7,11.9,92,1036.3,33.3,30.1,238,20.6,7,,2017-04-19T05:56:03,2017-04-19T20:04:12,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-20,15.1,6.6,11,15.1,5.1,10.4,3.9,61.3,0,0,0,,0,0,,17.9,242.7,1035.9,71.7,25.2,228.4,19.7,8,,2017-04-20T05:53:58,2017-04-20T20:05:52,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-21,16.1,9,12.5,16.1,8.7,12.5,6.8,69.8,0,0,0,,0,0,,15.8,298.7,1031.8,84.1,24.8,147.9,12.9,5,,2017-04-21T05:51:54,2017-04-21T20:07:32,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-22,16.1,9.6,12,16.1,7.5,11.7,5.3,65.3,0,0,0,,0,0,,14.6,342.5,1028.4,59.5,30.9,239.8,20.5,7,,2017-04-22T05:49:50,2017-04-22T20:09:12,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-23,16.6,8.6,11.6,16.6,6.5,11,3.6,59.1,0,0,0,,0,0,,15.3,201.4,1026.1,60.5,25.9,169,14.6,5,,2017-04-23T05:47:48,2017-04-23T20:10:51,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-24,13.1,6.5,10.2,13.1,4.9,9.6,5.3,72.7,0.397,100,4.17,rain,0,0,35.3,20.3,282.3,1016.4,69.5,24.6,177.9,15.3,5,,2017-04-24T05:45:47,2017-04-24T20:12:31,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-25,10.6,2,6.4,10.6,-0.8,4.1,-3.2,51.9,0,0,0,,0,0,37.1,20.4,330.5,1013.9,30.1,39.5,229.8,19.8,6,,2017-04-25T05:43:46,2017-04-25T20:14:11,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-26,9.8,3.1,6.3,7.1,0.3,3.6,1.1,70,1,100,8.33,rain,0,0,51.8,23.5,5.8,1017.9,60.4,31.3,150,13,5,,2017-04-26T05:41:47,2017-04-26T20:15:50,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-27,11.3,1.1,6.9,11.3,-0.2,5.8,1.9,72.2,0.797,100,4.17,rain,0,0,,18.6,287.9,1019.1,56.6,23.4,179.9,15.4,5,,2017-04-27T05:39:49,2017-04-27T20:17:29,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-28,14,8.1,10.5,14,6.7,10,4.3,66.2,0.001,100,4.17,rain,0,0,,11.4,303.7,1016.8,83.6,25.8,224.8,19.3,7,,2017-04-28T05:37:53,2017-04-28T20:19:08,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-29,15.6,5.1,11.3,15.6,5.1,11.1,3.7,61.8,0,0,0,,0,0,,20.9,176,1014.7,62,28.5,282.9,24.4,8,,2017-04-29T05:35:57,2017-04-29T20:20:47,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-04-30,16.1,10.5,13.5,16.1,10.5,13.5,4.1,53.7,0,0,0,,0,0,46.4,28.4,120.4,1002.5,63.2,26.8,146.5,12.6,5,,2017-04-30T05:34:03,2017-04-30T20:22:26,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-01,13.5,9.1,10.8,13.5,7.3,10.4,7.2,78.9,0.613,100,12.5,rain,0,0,0,18.2,115.6,1004.1,75,25.3,153.3,13,5,,2017-05-01T05:32:10,2017-05-01T20:24:04,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-02,16.6,8,12.2,16.6,7.3,11.8,6.6,70.9,0.002,100,4.17,rain,0,0,,16.3,47.5,1018.6,48.1,20.1,230,19.9,8,,2017-05-02T05:30:18,2017-05-02T20:25:42,0.21,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-03,11.5,7.6,9.8,11.5,5.5,8.7,6.6,80.7,0.402,100,12.5,rain,0,0,,18.9,29.8,1022.1,91.1,13,201.7,17.4,6,,2017-05-03T05:28:28,2017-05-03T20:27:19,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-04,13.6,9.6,11.3,13.6,7.5,11,7.1,76.3,0.199,100,8.33,rain,0,0,,21.3,41.7,1022.2,94.9,13.9,215.5,18.6,7,,2017-05-04T05:26:39,2017-05-04T20:28:57,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-05,15.5,8.6,11.5,15.5,6.2,10.9,4.7,64.8,0,0,0,,0,0,53.6,30.4,68.3,1020.9,72.1,27,218.1,18.9,7,,2017-05-05T05:24:52,2017-05-05T20:30:33,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-06,16,9.6,12.3,16,7.3,12.2,7.2,71.4,0,0,0,,0,0,,22.8,51.9,1013.4,86.2,11.6,125.6,11,4,,2017-05-06T05:23:06,2017-05-06T20:32:10,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-07,17.5,8.6,12.1,17.5,7.3,11.7,6.3,69.1,0,0,0,,0,0,,14.5,7.4,1020.4,66.3,16.8,203.1,17.6,6,,2017-05-07T05:21:22,2017-05-07T20:33:45,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-08,12,8.1,10,12,5.5,8.9,4.4,68.1,0,0,0,,0,0,,21.8,18.9,1026.4,91.6,19.5,197.8,17.2,7,,2017-05-08T05:19:40,2017-05-08T20:35:21,0.42,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-09,13.6,8,10.2,13.6,6.1,9.4,2.8,60.9,0,0,0,,0,0,,14.1,45.6,1022.7,73.6,22.7,298.3,25.9,8,,2017-05-09T05:17:59,2017-05-09T20:36:55,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-10,17.5,7.6,11.7,17.5,7.5,11.6,4.7,63.4,0,0,0,,0,0,37.1,15.8,98.1,1008.8,38.6,21.4,321.8,27.8,9,,2017-05-10T05:16:20,2017-05-10T20:38:29,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-11,20.2,8.1,14.1,20.2,7.2,13.7,7.3,65.8,0.001,100,4.17,rain,0,0,,19,99.3,996.8,54.3,14.7,243.2,21,8,,2017-05-11T05:14:43,2017-05-11T20:40:03,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-12,18.1,12.6,14.9,18.1,12.6,14.9,11.3,80,1.006,100,12.5,rain,0,0,,24.6,197.7,996.8,70.5,19,250.7,21.5,7,,2017-05-12T05:13:07,2017-05-12T20:41:35,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-13,17.6,12,14.3,17.6,12,14.3,8.3,68.8,0.004,100,8.33,rain,0,0,40.7,26.2,218.3,1007.4,68,22.2,301.1,26.1,8,,2017-05-13T05:11:34,2017-05-13T20:43:07,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-14,20.1,11.1,14.8,20.1,11.1,14.8,8.2,66.7,0.619,100,12.5,rain,0,0,46.4,22.1,232.2,1017.9,52.8,30.8,316.9,27.3,9,,2017-05-14T05:10:02,2017-05-14T20:44:38,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-15,18.5,10.1,14.4,18.5,10.1,14.4,10.8,79,0.802,100,8.33,rain,0,0,,24.8,194.4,1024.4,80.7,24.3,118.2,10,3,,2017-05-15T05:08:32,2017-05-15T20:46:08,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-16,24.1,15.6,18.8,24.1,15.6,18.8,14,74.5,0.398,100,4.17,rain,0,0,48.1,28.5,218.6,1023.5,72.8,30.1,203.8,17.7,7,,2017-05-16T05:07:05,2017-05-16T20:47:37,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-17,18.6,13.6,15.9,18.6,13.6,15.9,14.8,92.8,7.91,100,16.67,rain,0,0,,15.6,291.1,1017,85.5,12.6,117,10.4,5,,2017-05-17T05:05:39,2017-05-17T20:49:06,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-18,17.1,9.6,12.5,17.1,8.6,12.5,8.9,80.6,9.971,100,8.33,rain,0,0,,12.3,301.1,1012.6,79.3,17.7,223.4,19.1,7,,2017-05-18T05:04:16,2017-05-18T20:50:33,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-19,15.6,9.6,11.9,15.6,8.1,11.7,7.9,77.6,7.211,100,12.5,rain,0,0,,17.1,273.5,1011.8,79.3,22.9,237.1,20.5,7,,2017-05-19T05:02:55,2017-05-19T20:51:59,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-20,17,8.1,12.3,17,6.9,12,7.3,72.1,0.799,100,12.5,rain,0,0,46.4,25.2,218.1,1017.6,50.3,30.8,268.5,23.4,7,,2017-05-20T05:01:36,2017-05-20T20:53:23,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-21,20,9.5,14.9,20,8.8,14.9,8,66.1,0.002,100,4.17,rain,0,0,35.3,17.5,183.8,1023.4,48.9,30.2,329.2,28.5,9,,2017-05-21T05:00:19,2017-05-21T20:54:47,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-22,24.5,11.6,18.2,24.5,11.6,18.2,9.2,58.4,0,0,0,,0,0,33.5,20.4,172.6,1016.6,40.2,32.5,229.9,19.9,8,,2017-05-22T04:59:05,2017-05-22T20:56:09,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-23,20.1,12,16.9,20.1,12,16.9,12,73.4,0,0,0,,0,0,,15.1,267.5,1020.6,55.8,33.1,271.2,23.6,8,,2017-05-23T04:57:53,2017-05-23T20:57:30,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-24,26,12.6,19.8,26,12.6,19.8,12.7,66.3,0,0,0,,0,0,46.4,11,331.4,1025.3,28,27.2,321.8,27.8,9,,2017-05-24T04:56:43,2017-05-24T20:58:49,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-25,25.3,14.1,20,25.3,14.1,20,12.8,65.6,0,0,0,,0,0,,20.2,102.3,1023.7,13.3,27.6,338.2,29.2,9,,2017-05-25T04:55:36,2017-05-25T21:00:07,0,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-26,27,14,20.4,27.1,14,20.4,12.6,62.4,0,0,0,,0,0,37.1,23.7,107.8,1018,1.6,30.4,342.2,29.4,9,,2017-05-26T04:54:32,2017-05-26T21:01:23,0.02,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-27,24,16.1,19.3,24,16.1,19.3,13.3,68.6,0,0,0,,0,0,50,28.6,198.5,1014,36.6,29.5,289,24.9,9,,2017-05-27T04:53:30,2017-05-27T21:02:38,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-28,24.5,12.5,17.4,24.5,12.5,17.4,12.3,75.1,3.99,100,4.17,rain,0,0,,9.2,303.7,1017.6,56,22.8,215.6,18.6,9,,2017-05-28T04:52:30,2017-05-28T21:03:51,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-29,21.6,14.1,18,21.6,14.1,18,15.2,83.9,7.809,100,12.5,rain,0,0,,17.3,174,1012.5,87,17.9,160,13.8,5,,2017-05-29T04:51:33,2017-05-29T21:05:02,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-30,20.1,15.1,17.7,20.1,15.1,17.7,13,74.4,0.001,100,4.17,rain,0,0,,24.2,255.1,1015.2,77.6,28.6,265.8,22.6,8,,2017-05-30T04:50:39,2017-05-30T21:06:11,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2017-05-31,22.5,13.6,17.9,22.5,13.6,17.9,12.5,71.6,0,0,0,,0,0,,10.8,254.5,1022,54.1,27.1,266.6,22.9,7,,2017-05-31T04:49:48,2017-05-31T21:07:18,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
