date,avg_duration,count,feelslike,precip,precipcover,windspeed,day_length
2019-03-13,805.946,26534,6.100,0.198,4.170,41.000,11.687
2019-03-14,806.260,23424,9.100,2.034,12.500,41.600,11.754
2019-03-15,850.090,25777,12.200,4.387,12.500,46.500,11.820
2019-03-18,863.143,27435,5.500,0.596,4.170,16.900,12.019
2019-03-19,837.828,27262,9.000,0.794,8.330,15.400,12.085
2019-03-20,868.264,30066,10.900,0.000,0.000,15.400,12.151
2019-03-21,880.898,30902,11.400,0.000,0.000,13.900,12.217
2019-03-22,873.285,27809,9.500,0.000,0.000,14.800,12.284
2019-03-25,926.204,30744,8.200,0.000,0.000,22.900,12.482
2019-03-26,907.570,31483,7.700,0.000,0.000,14.700,12.548
2019-03-27,883.379,30853,9.900,0.000,0.000,12.400,12.614
2019-03-28,898.977,31861,11.200,0.000,0.000,12.300,12.680
2019-03-29,1007.943,34635,10.700,0.000,0.000,10.800,12.746
2019-04-01,959.280,31329,7.500,0.000,0.000,17.600,12.944
2019-04-02,813.152,24270,4.700,0.606,4.170,20.100,13.009
2019-04-03,840.262,26775,4.600,0.804,8.330,17.100,13.075
2019-04-04,821.616,25206,3.400,0.805,4.170,30.700,13.140
2019-04-05,899.190,27180,8.500,0.003,4.170,24.400,13.206
2019-04-08,905.808,26128,9.700,0.800,8.330,8.600,13.401
2019-04-09,837.480,25169,8.200,1.204,8.330,20.700,13.466
2019-04-10,945.070,31122,6.700,0.000,0.000,23.600,13.531
2019-04-11,934.037,30401,5.300,0.000,0.000,17.200,13.596
2019-04-12,914.386,27002,5.200,0.000,0.000,16.500,13.660
2019-04-15,979.964,30226,8.100,0.000,0.000,27.300,13.852
2019-04-16,948.415,31277,11.500,0.214,4.170,15.900,13.916
2019-04-17,1030.423,36351,12.700,0.000,0.000,16.500,13.979
2019-04-18,1076.416,35646,14.000,0.000,0.000,23.400,14.042
2019-04-19,1476.116,34665,16.200,0.000,0.000,16.800,14.105
2019-04-22,1470.031,33559,16.400,0.000,0.000,20.600,14.292
2019-04-23,1000.051,34089,15.800,0.000,0.000,17.300,14.354
2019-04-24,926.459,34113,14.000,0.400,4.170,27.700,14.416
2019-04-25,918.431,33941,12.500,0.400,8.330,28.100,14.477
2019-04-26,916.674,31532,11.300,0.002,4.170,27.600,14.538
2019-04-29,927.799,33239,10.500,0.000,0.000,11.300,14.718
2019-04-30,955.413,38154,11.800,0.000,0.000,12.300,14.778
2019-05-01,933.235,37378,12.300,0.000,0.000,17.200,14.837
2019-05-02,913.531,32121,12.700,1.990,4.170,20.000,14.895
2019-05-03,895.366,27737,9.800,4.969,8.330,18.200,14.953
2019-05-06,1168.919,21787,9.100,0.000,0.000,17.600,15.124
2019-05-07,908.317,34139,11.300,0.000,0.000,19.000,15.180
2019-05-08,795.294,19996,10.700,8.247,12.500,33.600,15.235
2019-05-09,840.370,28045,10.800,5.026,12.500,18.100,15.290
2019-05-10,942.953,33524,11.200,1.996,4.170,11.800,15.343
2019-05-13,981.254,36913,11.700,0.000,0.000,19.800,15.501
2019-05-14,969.137,38960,12.700,0.000,0.000,20.500,15.552
2019-05-15,963.069,38333,13.300,0.000,0.000,16.800,15.602
2019-05-16,961.338,37770,12.700,0.000,0.000,23.100,15.652
2019-05-17,868.202,29455,11.900,0.001,4.170,17.400,15.701
2019-05-20,945.368,35527,16.000,0.198,4.170,12.500,15.841
2019-05-21,982.979,40453,16.200,0.000,0.000,13.300,15.886
2019-05-22,945.911,39656,16.300,0.000,0.000,15.600,15.931
2019-05-23,977.400,40610,17.300,0.000,0.000,20.500,15.973
2019-05-24,1007.504,36573,17.000,0.000,0.000,16.300,16.015
2019-05-27,1275.287,27360,14.500,0.000,0.000,25.200,16.134
2019-05-28,945.376,33774,13.300,0.210,12.500,20.000,16.172
2019-05-29,891.918,30793,13.100,0.612,4.170,22.300,16.208
2019-05-30,1006.453,38691,18.700,0.001,4.170,25.300,16.242
2019-05-31,1047.624,38201,17.300,0.000,0.000,19.400,16.276
2019-06-03,988.085,36696,16.000,0.000,0.000,23.500,16.369
2019-06-04,884.461,31423,14.500,0.217,8.330,20.000,16.397
2019-06-05,933.372,37397,15.300,0.000,0.000,19.600,16.424
2019-06-06,963.508,37491,14.500,0.794,4.170,24.100,16.449
2019-06-07,860.537,24798,14.600,2.022,8.330,20.800,16.473
2019-06-10,769.381,13188,11.900,23.182,12.500,17.400,16.535
2019-06-11,902.842,33606,13.800,7.079,12.500,19.600,16.552
2019-06-12,840.218,25017,13.000,4.217,12.500,12.000,16.568
2019-06-13,836.200,26209,13.100,4.434,8.330,27.400,16.582
2019-06-14,970.678,33107,15.200,1.205,12.500,26.400,16.596
2019-06-17,1005.294,37973,17.000,0.000,0.000,23.500,16.624
2019-06-18,879.900,29215,15.900,3.990,8.330,10.300,16.630
2019-06-19,915.749,32608,16.600,2.426,8.330,13.100,16.634
2019-06-20,983.039,37582,16.200,1.004,8.330,21.600,16.637
2019-06-21,1021.530,37692,16.100,0.000,0.000,16.000,16.638
2019-06-24,1013.905,37804,21.300,0.000,0.000,14.100,16.632
2019-06-25,980.243,37412,19.900,8.357,8.330,13.500,16.626
2019-06-26,974.399,38864,17.500,0.002,4.170,22.400,16.619
2019-06-27,1012.270,40766,17.500,0.000,0.000,22.600,16.610
2019-06-28,1060.499,39008,17.700,0.000,0.000,22.400,16.599
2019-07-01,1032.310,38453,18.100,0.000,0.000,21.800,16.558
2019-07-02,1006.526,41774,17.400,0.000,0.000,14.700,16.541
2019-07-03,1029.365,42989,18.000,0.000,0.000,14.500,16.522
2019-07-04,1049.081,43634,19.800,0.000,0.000,11.600,16.502
2019-07-05,1067.867,41470,21.800,0.000,0.000,14.800,16.481
2019-07-08,1016.890,38915,18.000,0.004,4.170,14.600,16.407
2019-07-09,990.845,40529,19.000,0.000,0.000,14.900,16.379
2019-07-10,1007.086,41513,21.000,0.000,0.000,18.500,16.350
2019-07-11,1016.926,41008,21.100,0.000,0.000,20.100,16.320
2019-07-12,1038.368,40437,21.100,0.000,0.000,22.100,16.289
2019-07-15,1018.391,38677,17.000,0.000,0.000,13.800,16.186
2019-07-16,1034.010,42622,19.800,0.000,0.000,18.300,16.149
2019-07-17,1017.620,41146,20.300,0.000,0.000,18.300,16.112
2019-07-18,951.398,33626,19.200,1.017,8.330,22.800,16.073
2019-07-19,869.306,25195,16.900,5.992,4.170,22.300,16.033
2019-07-22,1060.706,39935,21.400,0.000,0.000,19.200,15.906
2019-07-23,1055.262,43119,24.700,0.000,0.000,17.200,15.862
2019-07-24,1045.149,41343,26.100,0.005,4.170,20.500,15.817
2019-07-25,1048.566,38398,28.900,0.200,4.170,17.600,15.771
2019-07-26,1003.658,30834,22.400,1.401,8.330,18.400,15.724
2019-07-29,1089.279,40465,19.900,0.000,0.000,18.800,15.577
2019-07-30,884.886,26920,18.500,2.998,8.330,33.300,15.527
2019-07-31,1003.226,37443,19.100,0.400,8.330,28.500,15.476
2019-08-01,1019.803,38893,20.100,0.000,0.000,14.300,15.425
2019-08-02,1064.362,37302,20.400,0.000,0.000,12.900,15.372
2019-08-05,1037.225,33256,19.800,0.797,4.170,22.400,15.211
2019-08-06,1021.186,38499,19.200,0.000,0.000,30.300,15.156
2019-08-07,992.610,37074,18.600,2.001,8.330,28.800,15.101
2019-08-08,1051.646,39649,19.400,0.000,0.000,15.400,15.045
2019-08-09,975.649,30051,20.900,4.000,16.670,37.100,14.988
2019-08-12,965.884,28959,15.300,4.034,12.500,11.400,14.816
2019-08-13,1059.664,38383,16.400,0.000,0.000,18.700,14.758
2019-08-14,814.596,18902,15.700,13.968,8.330,23.800,14.699
2019-08-15,1046.945,37187,18.600,0.401,4.170,29.500,14.640
2019-08-16,886.422,23000,16.200,1.011,4.170,26.400,14.580
2019-08-19,988.801,32436,16.500,6.971,12.500,26.700,14.400
2019-08-20,1016.204,38280,16.000,0.000,0.000,20.300,14.339
2019-08-21,1005.749,37446,16.800,0.000,0.000,16.900,14.278
2019-08-22,1013.310,37227,18.300,0.000,0.000,19.400,14.216
2019-08-23,1061.938,35119,20.300,0.000,0.000,11.400,14.155
2019-08-26,1355.320,31840,24.100,0.000,0.000,14.600,13.968
2019-08-27,1035.746,36585,24.400,0.000,0.000,16.400,13.906
2019-08-28,992.956,35942,21.000,0.003,8.330,22.500,13.842
2019-08-29,1006.381,37550,18.300,0.002,4.170,21.300,13.780
2019-08-30,1031.571,36452,18.600,0.000,0.000,23.400,13.717
2019-09-02,951.744,34672,15.600,0.000,0.000,21.900,13.526
2019-09-03,934.066,36596,17.800,0.000,0.000,23.300,13.462
2019-09-04,913.487,33486,17.300,6.181,8.330,29.600,13.398
2019-09-05,919.795,36166,14.900,0.000,0.000,19.100,13.334
2019-09-06,895.122,31317,14.100,0.200,4.170,26.300,13.270
2019-09-09,852.972,29065,14.000,0.218,4.170,13.700,13.077
2019-09-10,912.379,36186,15.700,0.000,0.000,14.200,13.012
2019-09-11,903.533,35271,17.200,0.001,4.170,25.800,12.947
2019-09-12,934.730,37674,18.500,0.001,4.170,23.800,12.883
2019-09-13,967.747,36689,17.700,0.000,0.000,14.100,12.818
2019-09-16,895.425,32313,17.500,0.199,4.170,11.100,12.623
2019-09-17,916.099,38421,15.400,0.000,0.000,15.400,12.558
2019-09-18,930.223,38162,14.200,0.000,0.000,11.100,12.493
2019-09-19,927.969,37647,14.900,0.000,0.000,16.300,12.428
2019-09-20,973.746,37006,15.700,0.000,0.000,21.900,12.363
2019-09-23,895.130,30479,16.400,0.799,8.330,22.200,12.167
2019-09-24,842.772,21189,16.900,42.057,16.670,24.900,12.102
2019-09-25,874.159,32021,17.100,5.196,16.670,22.700,12.037
2019-09-26,864.438,28537,17.000,4.983,8.330,27.500,11.971
2019-09-27,863.511,29133,15.300,3.995,16.670,31.800,11.906
2019-09-30,875.731,27316,14.200,1.020,8.330,22.000,11.710
2019-10-01,854.305,24193,15.700,24.901,12.500,20.500,11.645
2019-10-02,905.605,33368,10.600,3.205,8.330,19.800,11.580
2019-10-03,875.873,32222,9.500,0.000,0.000,22.600,11.515
2019-10-04,887.854,31842,13.300,1.016,12.500,24.900,11.449
2019-10-07,871.618,27966,13.200,0.203,12.500,21.400,11.254
2019-10-08,900.829,31403,13.900,3.799,8.330,25.100,11.190
2019-10-09,876.510,34368,12.300,0.002,4.170,30.600,11.125
2019-10-10,900.051,35104,12.200,0.000,0.000,26.200,11.060
2019-10-11,836.838,24857,15.600,3.195,8.330,30.900,10.995
2019-10-14,841.756,22213,13.100,2.798,8.330,19.500,10.802
2019-10-15,883.803,33822,13.200,1.012,12.500,23.200,10.738
2019-10-16,856.419,30393,12.900,1.598,8.330,24.100,10.674
2019-10-17,856.540,29822,11.500,4.004,12.500,18.800,10.610
2019-10-18,867.721,29280,12.000,6.438,12.500,29.300,10.547
2019-10-21,834.047,23866,11.900,1.210,8.330,19.500,10.356
2019-10-22,909.590,33158,10.200,0.000,0.000,11.300,10.294
2019-10-23,879.203,31311,10.400,0.199,4.170,13.500,10.231
2019-10-24,828.433,23156,12.000,15.951,12.500,19.500,10.168
2019-10-25,882.223,28517,13.200,0.204,16.670,40.000,10.106
2019-10-28,884.386,29815,7.000,0.001,4.170,14.600,9.921
2019-10-29,854.664,30781,8.000,0.000,0.000,16.500,9.860
2019-10-30,872.913,31758,8.600,0.000,0.000,25.000,9.799
2019-10-31,861.167,30529,7.700,0.000,0.000,20.000,9.739
2019-11-01,860.046,24744,12.900,1.012,8.330,24.800,9.679
2019-11-04,846.535,28784,9.100,3.186,12.500,10.600,9.502
2019-11-05,843.663,30594,9.300,0.005,8.330,17.900,9.444
2019-11-06,831.356,30348,6.100,0.599,8.330,14.300,9.386
2019-11-07,834.068,29859,5.700,7.990,8.330,25.700,9.329
2019-11-08,831.683,25848,4.400,0.199,4.170,14.100,9.272
2019-11-11,842.378,27752,5.100,4.374,8.330,25.800,9.106
2019-11-12,811.293,27060,3.200,1.996,4.170,29.000,9.052
2019-11-13,823.138,29284,4.100,0.000,0.000,18.700,8.999
2019-11-14,818.888,28334,4.500,1.055,12.500,13.400,8.946
2019-11-15,792.349,21082,4.200,0.606,12.500,24.400,8.894
2019-11-18,832.304,28207,5.000,0.597,4.170,17.300,8.744
2019-11-19,815.664,28392,2.900,0.000,0.000,9.700,8.695
2019-11-20,817.455,29105,2.600,0.000,0.000,21.300,8.648
2019-11-21,801.212,26795,1.800,0.000,0.000,16.900,8.601
2019-11-22,829.814,24569,5.900,5.381,12.500,19.100,8.555
2019-11-25,819.401,25423,10.300,1.007,12.500,16.500,8.425
2019-11-26,809.470,26571,11.600,0.823,12.500,21.800,8.383
2019-11-27,813.022,26270,10.100,11.979,16.670,19.100,8.344
2019-11-28,798.265,25725,7.300,0.800,12.500,18.800,8.305
2019-11-29,867.416,28065,4.700,0.403,4.170,9.600,8.267
2019-12-02,829.801,27002,1.700,0.001,4.170,10.800,8.162
2019-12-03,842.788,29271,3.800,0.000,0.000,12.900,8.130
2019-12-04,832.230,29152,3.800,0.051,4.170,9.000,8.100
2019-12-05,815.915,28247,4.200,0.005,4.170,26.400,8.070
2019-12-06,810.050,21652,11.000,5.779,12.500,31.700,8.043
2019-12-09,825.036,26776,4.600,0.800,8.330,32.100,7.969
2019-12-10,792.149,23888,5.400,0.599,4.170,36.400,7.948
2019-12-11,817.026,27091,3.100,3.997,8.330,15.900,7.928
2019-12-12,770.757,19501,2.900,6.013,8.330,25.700,7.910
2019-12-13,815.150,22892,3.900,6.383,12.500,32.500,7.894
2019-12-16,816.967,24033,6.100,3.030,12.500,18.700,7.855
2019-12-17,775.902,19472,5.800,4.989,12.500,10.000,7.846
2019-12-18,815.950,24457,5.600,0.002,8.330,24.600,7.838
2019-12-19,812.809,21406,12.000,9.026,16.670,27.700,7.832
